Progressivo,Nominativo,Data,Gruppo,Presenza,Votazioni,Percentuale
26392.0,CIPRIANI LORENZO,2011-07-01,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33987.0,SAZZINI LORENZO,2011-07-01,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
32714.0,CAVIANO PASQUALE,2011-07-01,ITALIA DEI VALORI,P,1.0,49.0
21843.0,LISEI MARCO,2011-07-01,POPOLO DELLA LIBERTA,A,0.0,0.0
27208.0,TOMASSINI LORENZO,2011-07-01,POPOLO DELLA LIBERTA,A,0.0,0.0
32712.0,FACCI MICHELE,2011-07-01,POPOLO DELLA LIBERTA,A,0.0,0.0
27997.0,CASTALDINI VALENT.,2011-07-01,POPOLO DELLA LIBERTA,P,1.0,49.0
8904.0,CARELLA DANIELE,2011-07-01,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2011-07-01,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2011-07-01,LEGA NORD,P,1.0,49.0
33981.0,COCCONCELLI MIRKA,2011-07-01,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2011-07-01,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2011-07-01,LEGA NORD,P,1.0,49.0
33984.0,BUGANI MASSIMO,2011-07-01,MOVIMENTO 5 STELLE,P,0.0,0.0
32861.0,SALSI FEDERICA,2011-07-01,MOVIMENTO 5 STELLE,P,0.0,0.0
33985.0,PIAZZA MARCO,2011-07-01,MOVIMENTO 5 STELLE,P,0.0,0.0
33986.0,ALDROVANDI STEFANO,2011-07-01,BOLOGNA 2016,P,1.0,49.0
16863.0,MEROLA VIRGINIO,2011-12-02,SINDACO,A,0.0,0.0
9116.0,CEVENINI MAURIZIO,2011-12-02,PARTITO DEMOCRATICO,P,1.0,49.0
9076.0,MAZZANTI CLAUDIO,2011-12-02,PARTITO DEMOCRATICO,P,1.0,49.0
29442.0,CRITELLI FRANCESCO,2011-12-02,PARTITO DEMOCRATICO,P,0.0,0.0
32746.0,LEMBI SIMONA,2011-12-02,PARTITO DEMOCRATICO,P,1.0,49.0
27189.0,BARCELO LIZANA LEONARDO L.,2011-12-02,PARTITO DEMOCRATICO,P,1.0,49.0
15586.0,MARCHESINI ANGELO,2011-12-02,PARTITO DEMOCRATICO,P,0.0,0.0
18313.0,LO GIUDICE SERGIO,2011-12-02,PARTITO DEMOCRATICO,P,1.0,49.0
9181.0,SANTI RAFFAELLA,2011-12-02,PARTITO DEMOCRATICO,P,1.0,49.0
32704.0,LAMA ROSSELLA,2011-12-02,PARTITO DEMOCRATICO,P,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2011-12-02,PARTITO DEMOCRATICO,P,0.0,0.0
27481.0,ZACCHIROLI BENEDETTO,2011-12-02,PARTITO DEMOCRATICO,P,0.0,0.0
32794.0,MIGNANI MARIANNA,2011-12-02,PARTITO DEMOCRATICO,P,1.0,49.0
22034.0,GHETTI MAURIZIO,2011-12-02,PARTITO DEMOCRATICO,P,1.0,49.0
33977.0,BENASSI MARZIA,2011-12-02,PARTITO DEMOCRATICO,P,1.0,49.0
33978.0,ERRANI FRANCESCO,2011-12-02,PARTITO DEMOCRATICO,P,0.0,0.0
27197.0,MELEGA CORRADO,2011-12-02,PARTITO DEMOCRATICO,A,0.0,0.0
9097.0,PETRELLA TOMMASO,2011-12-02,PARTITO DEMOCRATICO,A,0.0,0.0
33979.0,LA TORRE CATHY,2011-12-02,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33980.0,PIERALISI MIRCO,2011-12-02,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
26392.0,CIPRIANI LORENZO,2011-12-02,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33987.0,SAZZINI LORENZO,2011-12-02,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
32714.0,CAVIANO PASQUALE,2011-12-02,ITALIA DEI VALORI,P,1.0,49.0
21843.0,LISEI MARCO,2011-12-02,POPOLO DELLA LIBERTA,P,0.0,0.0
27208.0,TOMASSINI LORENZO,2011-12-02,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2011-12-02,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2011-12-02,POPOLO DELLA LIBERTA,P,0.0,0.0
8904.0,CARELLA DANIELE,2011-12-02,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2011-12-02,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2011-12-02,LEGA NORD,A,0.0,0.0
33981.0,COCCONCELLI MIRKA,2011-12-02,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2011-12-02,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2011-12-02,LEGA NORD,P,1.0,49.0
33984.0,BUGANI MASSIMO,2011-12-02,MOVIMENTO 5 STELLE,P,0.0,0.0
32861.0,SALSI FEDERICA,2011-12-02,MOVIMENTO 5 STELLE,P,0.0,0.0
33985.0,PIAZZA MARCO,2011-12-02,MOVIMENTO 5 STELLE,P,0.0,0.0
33986.0,ALDROVANDI STEFANO,2011-12-02,BOLOGNA 2016,A,0.0,0.0
16863.0,MEROLA VIRGINIO,2011-10-03,SINDACO,A,0.0,0.0
9116.0,CEVENINI MAURIZIO,2011-10-03,PARTITO DEMOCRATICO,P,8.0,72.0
9076.0,MAZZANTI CLAUDIO,2011-10-03,PARTITO DEMOCRATICO,P,9.0,81.0
29442.0,CRITELLI FRANCESCO,2011-10-03,PARTITO DEMOCRATICO,P,8.0,72.0
32746.0,LEMBI SIMONA,2011-10-03,PARTITO DEMOCRATICO,P,9.0,81.0
27189.0,BARCELO LIZANA LEONARDO L.,2011-10-03,PARTITO DEMOCRATICO,P,1.0,9.0
15586.0,MARCHESINI ANGELO,2011-10-03,PARTITO DEMOCRATICO,P,4.0,36.0
18313.0,LO GIUDICE SERGIO,2011-10-03,PARTITO DEMOCRATICO,P,9.0,81.0
9181.0,SANTI RAFFAELLA,2011-10-03,PARTITO DEMOCRATICO,P,9.0,81.0
32704.0,LAMA ROSSELLA,2011-10-03,PARTITO DEMOCRATICO,P,6.0,54.0
27410.0,FERRI MARIARAFFAELLA,2011-10-03,PARTITO DEMOCRATICO,P,9.0,81.0
27481.0,ZACCHIROLI BENEDETTO,2011-10-03,PARTITO DEMOCRATICO,P,9.0,81.0
32794.0,MIGNANI MARIANNA,2011-10-03,PARTITO DEMOCRATICO,P,9.0,81.0
22034.0,GHETTI MAURIZIO,2011-10-03,PARTITO DEMOCRATICO,P,3.0,27.0
33977.0,BENASSI MARZIA,2011-10-03,PARTITO DEMOCRATICO,P,9.0,81.0
33978.0,ERRANI FRANCESCO,2011-10-03,PARTITO DEMOCRATICO,P,8.0,72.0
27197.0,MELEGA CORRADO,2011-10-03,PARTITO DEMOCRATICO,P,7.0,63.0
9097.0,PETRELLA TOMMASO,2011-10-03,PARTITO DEMOCRATICO,P,9.0,81.0
33979.0,LA TORRE CATHY,2011-10-03,CON AMELIA PER BOLOGNA CON VENDOLA,P,2.0,18.0
33980.0,PIERALISI MIRCO,2011-10-03,CON AMELIA PER BOLOGNA CON VENDOLA,P,9.0,81.0
26392.0,CIPRIANI LORENZO,2011-10-03,CON AMELIA PER BOLOGNA CON VENDOLA,P,9.0,81.0
33987.0,SAZZINI LORENZO,2011-10-03,CON AMELIA PER BOLOGNA CON VENDOLA,A,0.0,0.0
32714.0,CAVIANO PASQUALE,2011-10-03,ITALIA DEI VALORI,P,8.0,72.0
21843.0,LISEI MARCO,2011-10-03,POPOLO DELLA LIBERTA,P,7.0,63.0
27208.0,TOMASSINI LORENZO,2011-10-03,POPOLO DELLA LIBERTA,P,9.0,81.0
32712.0,FACCI MICHELE,2011-10-03,POPOLO DELLA LIBERTA,P,8.0,72.0
27997.0,CASTALDINI VALENT.,2011-10-03,POPOLO DELLA LIBERTA,P,7.0,63.0
8904.0,CARELLA DANIELE,2011-10-03,POPOLO DELLA LIBERTA,P,9.0,81.0
20144.0,GATTUSO PATRIZIO G.,2011-10-03,POPOLO DELLA LIBERTA,P,8.0,72.0
32719.0,BERNARDINI MANES,2011-10-03,LEGA NORD,P,8.0,72.0
33981.0,COCCONCELLI MIRKA,2011-10-03,LEGA NORD,P,8.0,72.0
33982.0,SCARANO PAOLA F.,2011-10-03,LEGA NORD,P,8.0,72.0
33983.0,BORGONZONI LUCIA,2011-10-03,LEGA NORD,P,9.0,81.0
33984.0,BUGANI MASSIMO,2011-10-03,MOVIMENTO 5 STELLE,P,7.0,63.0
32861.0,SALSI FEDERICA,2011-10-03,MOVIMENTO 5 STELLE,P,9.0,81.0
33985.0,PIAZZA MARCO,2011-10-03,MOVIMENTO 5 STELLE,A,0.0,0.0
33986.0,ALDROVANDI STEFANO,2011-10-03,BOLOGNA 2016,A,0.0,0.0
16863.0,MEROLA VIRGINIO,2011-07-04,SINDACO,P,0.0,0.0
9116.0,CEVENINI MAURIZIO,2011-07-04,PARTITO DEMOCRATICO,P,9.0,81.0
9076.0,MAZZANTI CLAUDIO,2011-07-04,PARTITO DEMOCRATICO,P,8.0,72.0
29442.0,CRITELLI FRANCESCO,2011-07-04,PARTITO DEMOCRATICO,P,8.0,72.0
32746.0,LEMBI SIMONA,2011-07-04,PARTITO DEMOCRATICO,P,8.0,72.0
27189.0,BARCELO LIZANA LEONARDO L.,2011-07-04,PARTITO DEMOCRATICO,P,9.0,81.0
15586.0,MARCHESINI ANGELO,2011-07-04,PARTITO DEMOCRATICO,P,8.0,72.0
18313.0,LO GIUDICE SERGIO,2011-07-04,PARTITO DEMOCRATICO,P,9.0,81.0
9181.0,SANTI RAFFAELLA,2011-07-04,PARTITO DEMOCRATICO,P,7.0,63.0
32704.0,LAMA ROSSELLA,2011-07-04,PARTITO DEMOCRATICO,P,8.0,72.0
27410.0,FERRI MARIARAFFAELLA,2011-07-04,PARTITO DEMOCRATICO,P,9.0,81.0
27481.0,ZACCHIROLI BENEDETTO,2011-07-04,PARTITO DEMOCRATICO,P,9.0,81.0
32794.0,MIGNANI MARIANNA,2011-07-04,PARTITO DEMOCRATICO,P,9.0,81.0
22034.0,GHETTI MAURIZIO,2011-07-04,PARTITO DEMOCRATICO,P,9.0,81.0
33977.0,BENASSI MARZIA,2011-07-04,PARTITO DEMOCRATICO,P,9.0,81.0
33978.0,ERRANI FRANCESCO,2011-07-04,PARTITO DEMOCRATICO,P,9.0,81.0
27197.0,MELEGA CORRADO,2011-07-04,PARTITO DEMOCRATICO,P,9.0,81.0
9097.0,PETRELLA TOMMASO,2011-07-04,PARTITO DEMOCRATICO,P,9.0,81.0
33979.0,LA TORRE CATHY,2011-07-04,CON AMELIA PER BOLOGNA CON VENDOLA,P,8.0,72.0
33980.0,PIERALISI MIRCO,2011-07-04,CON AMELIA PER BOLOGNA CON VENDOLA,A,0.0,0.0
26392.0,CIPRIANI LORENZO,2011-07-04,CON AMELIA PER BOLOGNA CON VENDOLA,P,9.0,81.0
33987.0,SAZZINI LORENZO,2011-07-04,CON AMELIA PER BOLOGNA CON VENDOLA,P,7.0,63.0
32714.0,CAVIANO PASQUALE,2011-07-04,ITALIA DEI VALORI,P,5.0,45.0
21843.0,LISEI MARCO,2011-07-04,POPOLO DELLA LIBERTA,P,9.0,81.0
27208.0,TOMASSINI LORENZO,2011-07-04,POPOLO DELLA LIBERTA,P,9.0,81.0
32712.0,FACCI MICHELE,2011-07-04,POPOLO DELLA LIBERTA,P,9.0,81.0
27997.0,CASTALDINI VALENT.,2011-07-04,POPOLO DELLA LIBERTA,P,9.0,81.0
8904.0,CARELLA DANIELE,2011-07-04,POPOLO DELLA LIBERTA,P,9.0,81.0
20144.0,GATTUSO PATRIZIO G.,2011-07-04,POPOLO DELLA LIBERTA,P,7.0,63.0
32719.0,BERNARDINI MANES,2011-07-04,LEGA NORD,A,0.0,0.0
33981.0,COCCONCELLI MIRKA,2011-07-04,LEGA NORD,P,9.0,81.0
33982.0,SCARANO PAOLA F.,2011-07-04,LEGA NORD,P,9.0,81.0
33983.0,BORGONZONI LUCIA,2011-07-04,LEGA NORD,P,8.0,72.0
33984.0,BUGANI MASSIMO,2011-07-04,MOVIMENTO 5 STELLE,P,9.0,81.0
32861.0,SALSI FEDERICA,2011-07-04,MOVIMENTO 5 STELLE,P,9.0,81.0
33985.0,PIAZZA MARCO,2011-07-04,MOVIMENTO 5 STELLE,P,9.0,81.0
33986.0,ALDROVANDI STEFANO,2011-07-04,BOLOGNA 2016,A,0.0,0.0
16863.0,MEROLA VIRGINIO,2011-11-04,SINDACO,P,0.0,0.0
9116.0,CEVENINI MAURIZIO,2011-11-04,PARTITO DEMOCRATICO,P,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2011-11-04,PARTITO DEMOCRATICO,P,1.0,49.0
29442.0,CRITELLI FRANCESCO,2011-11-04,PARTITO DEMOCRATICO,P,1.0,49.0
32746.0,LEMBI SIMONA,2011-11-04,PARTITO DEMOCRATICO,P,0.0,0.0
27189.0,BARCELO LIZANA LEONARDO L.,2011-11-04,PARTITO DEMOCRATICO,P,1.0,49.0
15586.0,MARCHESINI ANGELO,2011-11-04,PARTITO DEMOCRATICO,P,0.0,0.0
18313.0,LO GIUDICE SERGIO,2011-11-04,PARTITO DEMOCRATICO,P,0.0,0.0
9181.0,SANTI RAFFAELLA,2011-11-04,PARTITO DEMOCRATICO,P,1.0,49.0
32704.0,LAMA ROSSELLA,2011-11-04,PARTITO DEMOCRATICO,P,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2011-11-04,PARTITO DEMOCRATICO,P,1.0,49.0
27481.0,ZACCHIROLI BENEDETTO,2011-11-04,PARTITO DEMOCRATICO,P,1.0,49.0
32794.0,MIGNANI MARIANNA,2011-11-04,PARTITO DEMOCRATICO,P,1.0,49.0
22034.0,GHETTI MAURIZIO,2011-11-04,PARTITO DEMOCRATICO,P,1.0,49.0
33977.0,BENASSI MARZIA,2011-11-04,PARTITO DEMOCRATICO,P,0.0,0.0
33978.0,ERRANI FRANCESCO,2011-11-04,PARTITO DEMOCRATICO,A,0.0,0.0
27197.0,MELEGA CORRADO,2011-11-04,PARTITO DEMOCRATICO,P,1.0,49.0
9097.0,PETRELLA TOMMASO,2011-11-04,PARTITO DEMOCRATICO,P,1.0,49.0
33979.0,LA TORRE CATHY,2011-11-04,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33980.0,PIERALISI MIRCO,2011-11-04,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
26392.0,CIPRIANI LORENZO,2011-11-04,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33987.0,SAZZINI LORENZO,2011-11-04,CON AMELIA PER BOLOGNA CON VENDOLA,A,0.0,0.0
32714.0,CAVIANO PASQUALE,2011-11-04,ITALIA DEI VALORI,P,1.0,49.0
21843.0,LISEI MARCO,2011-11-04,POPOLO DELLA LIBERTA,P,0.0,0.0
27208.0,TOMASSINI LORENZO,2011-11-04,POPOLO DELLA LIBERTA,P,0.0,0.0
32712.0,FACCI MICHELE,2011-11-04,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2011-11-04,POPOLO DELLA LIBERTA,P,0.0,0.0
8904.0,CARELLA DANIELE,2011-11-04,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2011-11-04,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2011-11-04,LEGA NORD,P,0.0,0.0
33981.0,COCCONCELLI MIRKA,2011-11-04,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2011-11-04,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2011-11-04,LEGA NORD,P,1.0,49.0
33984.0,BUGANI MASSIMO,2011-11-04,MOVIMENTO 5 STELLE,P,0.0,0.0
32861.0,SALSI FEDERICA,2011-11-04,MOVIMENTO 5 STELLE,P,0.0,0.0
33985.0,PIAZZA MARCO,2011-11-04,MOVIMENTO 5 STELLE,P,1.0,49.0
33986.0,ALDROVANDI STEFANO,2011-11-04,BOLOGNA 2016,P,1.0,49.0
16863.0,MEROLA VIRGINIO,2011-12-05,SINDACO,P,3.0,27.0
9116.0,CEVENINI MAURIZIO,2011-12-05,PARTITO DEMOCRATICO,P,9.0,81.0
9076.0,MAZZANTI CLAUDIO,2011-12-05,PARTITO DEMOCRATICO,P,8.0,72.0
29442.0,CRITELLI FRANCESCO,2011-12-05,PARTITO DEMOCRATICO,P,9.0,81.0
32746.0,LEMBI SIMONA,2011-12-05,PARTITO DEMOCRATICO,P,9.0,81.0
27189.0,BARCELO LIZANA LEONARDO L.,2011-12-05,PARTITO DEMOCRATICO,P,9.0,81.0
15586.0,MARCHESINI ANGELO,2011-12-05,PARTITO DEMOCRATICO,P,8.0,72.0
18313.0,LO GIUDICE SERGIO,2011-12-05,PARTITO DEMOCRATICO,P,9.0,81.0
9181.0,SANTI RAFFAELLA,2011-12-05,PARTITO DEMOCRATICO,P,9.0,81.0
32704.0,LAMA ROSSELLA,2011-12-05,PARTITO DEMOCRATICO,P,9.0,81.0
27410.0,FERRI MARIARAFFAELLA,2011-12-05,PARTITO DEMOCRATICO,P,9.0,81.0
27481.0,ZACCHIROLI BENEDETTO,2011-12-05,PARTITO DEMOCRATICO,P,9.0,81.0
32794.0,MIGNANI MARIANNA,2011-12-05,PARTITO DEMOCRATICO,P,9.0,81.0
22034.0,GHETTI MAURIZIO,2011-12-05,PARTITO DEMOCRATICO,P,8.0,72.0
33977.0,BENASSI MARZIA,2011-12-05,PARTITO DEMOCRATICO,P,9.0,81.0
33978.0,ERRANI FRANCESCO,2011-12-05,PARTITO DEMOCRATICO,P,8.0,72.0
27197.0,MELEGA CORRADO,2011-12-05,PARTITO DEMOCRATICO,P,9.0,81.0
9097.0,PETRELLA TOMMASO,2011-12-05,PARTITO DEMOCRATICO,A,0.0,0.0
33979.0,LA TORRE CATHY,2011-12-05,CON AMELIA PER BOLOGNA CON VENDOLA,P,8.0,72.0
33980.0,PIERALISI MIRCO,2011-12-05,CON AMELIA PER BOLOGNA CON VENDOLA,P,7.0,63.0
26392.0,CIPRIANI LORENZO,2011-12-05,CON AMELIA PER BOLOGNA CON VENDOLA,P,8.0,72.0
33987.0,SAZZINI LORENZO,2011-12-05,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,9.0
32714.0,CAVIANO PASQUALE,2011-12-05,ITALIA DEI VALORI,P,8.0,72.0
21843.0,LISEI MARCO,2011-12-05,POPOLO DELLA LIBERTA,P,8.0,72.0
27208.0,TOMASSINI LORENZO,2011-12-05,POPOLO DELLA LIBERTA,P,3.0,27.0
32712.0,FACCI MICHELE,2011-12-05,POPOLO DELLA LIBERTA,P,9.0,81.0
27997.0,CASTALDINI VALENT.,2011-12-05,POPOLO DELLA LIBERTA,P,8.0,72.0
8904.0,CARELLA DANIELE,2011-12-05,POPOLO DELLA LIBERTA,P,9.0,81.0
20144.0,GATTUSO PATRIZIO G.,2011-12-05,POPOLO DELLA LIBERTA,P,7.0,63.0
32719.0,BERNARDINI MANES,2011-12-05,LEGA NORD,P,9.0,81.0
33981.0,COCCONCELLI MIRKA,2011-12-05,LEGA NORD,P,8.0,72.0
33982.0,SCARANO PAOLA F.,2011-12-05,LEGA NORD,P,9.0,81.0
33983.0,BORGONZONI LUCIA,2011-12-05,LEGA NORD,P,7.0,63.0
33984.0,BUGANI MASSIMO,2011-12-05,MOVIMENTO 5 STELLE,P,9.0,81.0
32861.0,SALSI FEDERICA,2011-12-05,MOVIMENTO 5 STELLE,P,4.0,36.0
33985.0,PIAZZA MARCO,2011-12-05,MOVIMENTO 5 STELLE,P,9.0,81.0
33986.0,ALDROVANDI STEFANO,2011-12-05,BOLOGNA 2016,P,8.0,72.0
16863.0,MEROLA VIRGINIO,2011-06-07,SINDACO,P,7.0,70.0
9116.0,CEVENINI MAURIZIO,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
9076.0,MAZZANTI CLAUDIO,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
29442.0,CRITELLI FRANCESCO,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
32746.0,LEMBI SIMONA,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
27189.0,BARCELO LIZANA LEONARDO L.,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
15586.0,MARCHESINI ANGELO,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
18313.0,LO GIUDICE SERGIO,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
9181.0,SANTI RAFFAELLA,2011-06-07,PARTITO DEMOCRATICO,P,7.0,70.0
32704.0,LAMA ROSSELLA,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
27410.0,FERRI MARIARAFFAELLA,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
27481.0,ZACCHIROLI BENEDETTO,2011-06-07,PARTITO DEMOCRATICO,P,7.0,70.0
32794.0,MIGNANI MARIANNA,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
22034.0,GHETTI MAURIZIO,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
33977.0,BENASSI MARZIA,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
33978.0,ERRANI FRANCESCO,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
27197.0,MELEGA CORRADO,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
9097.0,PETRELLA TOMMASO,2011-06-07,PARTITO DEMOCRATICO,P,8.0,80.0
33979.0,LA TORRE CATHY,2011-06-07,CON AMELIA PER BOLOGNA CON VENDOLA,P,7.0,70.0
33980.0,PIERALISI MIRCO,2011-06-07,CON AMELIA PER BOLOGNA CON VENDOLA,P,8.0,80.0
26392.0,CIPRIANI LORENZO,2011-06-07,CON AMELIA PER BOLOGNA CON VENDOLA,P,8.0,80.0
33987.0,SAZZINI LORENZO,2011-06-07,CON AMELIA PER BOLOGNA CON VENDOLA,P,7.0,70.0
32714.0,CAVIANO PASQUALE,2011-06-07,ITALIA DEI VALORI,P,8.0,80.0
21843.0,LISEI MARCO,2011-06-07,POPOLO DELLA LIBERTA,P,8.0,80.0
27208.0,TOMASSINI LORENZO,2011-06-07,POPOLO DELLA LIBERTA,P,8.0,80.0
32712.0,FACCI MICHELE,2011-06-07,POPOLO DELLA LIBERTA,P,8.0,80.0
27997.0,CASTALDINI VALENT.,2011-06-07,POPOLO DELLA LIBERTA,P,8.0,80.0
8904.0,CARELLA DANIELE,2011-06-07,POPOLO DELLA LIBERTA,P,8.0,80.0
20144.0,GATTUSO PATRIZIO G.,2011-06-07,POPOLO DELLA LIBERTA,P,7.0,70.0
32719.0,BERNARDINI MANES,2011-06-07,LEGA NORD,P,8.0,80.0
33981.0,COCCONCELLI MIRKA,2011-06-07,LEGA NORD,P,8.0,80.0
33982.0,SCARANO PAOLA F.,2011-06-07,LEGA NORD,P,8.0,80.0
33983.0,BORGONZONI LUCIA,2011-06-07,LEGA NORD,P,8.0,80.0
33984.0,BUGANI MASSIMO,2011-06-07,MOVIMENTO 5 STELLE,P,8.0,80.0
32861.0,SALSI FEDERICA,2011-06-07,MOVIMENTO 5 STELLE,P,8.0,80.0
33985.0,PIAZZA MARCO,2011-06-07,MOVIMENTO 5 STELLE,P,8.0,80.0
33986.0,ALDROVANDI STEFANO,2011-06-07,BOLOGNA 2016,P,8.0,80.0
16863.0,MEROLA VIRGINIO,2011-10-07,SINDACO,A,0.0,0.0
9116.0,CEVENINI MAURIZIO,2011-10-07,PARTITO DEMOCRATICO,P,1.0,49.0
9076.0,MAZZANTI CLAUDIO,2011-10-07,PARTITO DEMOCRATICO,P,1.0,49.0
29442.0,CRITELLI FRANCESCO,2011-10-07,PARTITO DEMOCRATICO,P,0.0,0.0
32746.0,LEMBI SIMONA,2011-10-07,PARTITO DEMOCRATICO,P,1.0,49.0
27189.0,BARCELO LIZANA LEONARDO L.,2011-10-07,PARTITO DEMOCRATICO,P,0.0,0.0
15586.0,MARCHESINI ANGELO,2011-10-07,PARTITO DEMOCRATICO,P,0.0,0.0
18313.0,LO GIUDICE SERGIO,2011-10-07,PARTITO DEMOCRATICO,P,0.0,0.0
9181.0,SANTI RAFFAELLA,2011-10-07,PARTITO DEMOCRATICO,P,1.0,49.0
32704.0,LAMA ROSSELLA,2011-10-07,PARTITO DEMOCRATICO,P,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2011-10-07,PARTITO DEMOCRATICO,P,0.0,0.0
27481.0,ZACCHIROLI BENEDETTO,2011-10-07,PARTITO DEMOCRATICO,P,1.0,49.0
32794.0,MIGNANI MARIANNA,2011-10-07,PARTITO DEMOCRATICO,P,0.0,0.0
22034.0,GHETTI MAURIZIO,2011-10-07,PARTITO DEMOCRATICO,P,0.0,0.0
33977.0,BENASSI MARZIA,2011-10-07,PARTITO DEMOCRATICO,P,0.0,0.0
33978.0,ERRANI FRANCESCO,2011-10-07,PARTITO DEMOCRATICO,A,0.0,0.0
27197.0,MELEGA CORRADO,2011-10-07,PARTITO DEMOCRATICO,P,0.0,0.0
9097.0,PETRELLA TOMMASO,2011-10-07,PARTITO DEMOCRATICO,P,1.0,49.0
33979.0,LA TORRE CATHY,2011-10-07,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33980.0,PIERALISI MIRCO,2011-10-07,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
26392.0,CIPRIANI LORENZO,2011-10-07,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
33987.0,SAZZINI LORENZO,2011-10-07,CON AMELIA PER BOLOGNA CON VENDOLA,A,0.0,0.0
32714.0,CAVIANO PASQUALE,2011-10-07,ITALIA DEI VALORI,P,1.0,49.0
21843.0,LISEI MARCO,2011-10-07,POPOLO DELLA LIBERTA,P,0.0,0.0
27208.0,TOMASSINI LORENZO,2011-10-07,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2011-10-07,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2011-10-07,POPOLO DELLA LIBERTA,P,1.0,49.0
8904.0,CARELLA DANIELE,2011-10-07,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2011-10-07,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2011-10-07,LEGA NORD,P,0.0,0.0
33981.0,COCCONCELLI MIRKA,2011-10-07,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2011-10-07,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2011-10-07,LEGA NORD,P,1.0,49.0
33984.0,BUGANI MASSIMO,2011-10-07,MOVIMENTO 5 STELLE,P,0.0,0.0
32861.0,SALSI FEDERICA,2011-10-07,MOVIMENTO 5 STELLE,P,0.0,0.0
33985.0,PIAZZA MARCO,2011-10-07,MOVIMENTO 5 STELLE,A,0.0,0.0
33986.0,ALDROVANDI STEFANO,2011-10-07,BOLOGNA 2016,P,1.0,49.0
16863.0,MEROLA VIRGINIO,2011-11-07,SINDACO,A,0.0,0.0
9116.0,CEVENINI MAURIZIO,2011-11-07,PARTITO DEMOCRATICO,P,6.0,79.0
9076.0,MAZZANTI CLAUDIO,2011-11-07,PARTITO DEMOCRATICO,P,3.0,39.0
