Progressivo,Nominativo,Data,GruppoPolitico,Presenza,NumVotazioni,PercentualePresenza
32746,LEMBI SIMONA,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,11,80 
27189,BARCELO LIZANA LEONARDO L,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,9,66 
15586,MARCHESINI ANGELO,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,8,58 
18313,LO GIUDICE SERGIO,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,10,73 
9181,SANTI RAFFAELLA,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,11,80 
32704,LAMA ROSSELLA,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,10,73 
27410,FERRI MARIARAFFAELLA,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,11,80 
27481,ZACCHIROLI BENEDETTO,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,8,58 
32794,MIGNANI MARIANNA,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,11,80 
22034,GHETTI MAURIZIO,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,11,80 
33977,BENASSI MARZIA,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,11,80 
33978,ERRANI FRANCESCO,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,11,80 
27197,MELEGA CORRADO,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,11,80 
9097,PETRELLA TOMMASO,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,11,80 
33979,LA TORRE CATHY,2012-06-04T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3,22 
33980,PIERALISI MIRCO,2012-06-04T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,11,80 
26392,CIPRIANI LORENZO,2012-06-04T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,7  
33987,SAZZINI LORENZO,2012-06-04T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,9,66 
32714,CAVIANO PASQUALE,2012-06-04T00:00:00Z,ITALIA DEI VALORI,P,10,73 
21843,LISEI MARCO,2012-06-04T00:00:00Z,POPOLO DELLA LIBERTA,P,7,51 
27208,TOMASSINI LORENZO,2012-06-04T00:00:00Z,POPOLO DELLA LIBERTA,P,11,80 
32712,FACCI MICHELE,2012-06-04T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27997,CASTALDINI VALENT.,2012-06-04T00:00:00Z,POPOLO DELLA LIBERTA,P,8,58 
8904,CARELLA DANIELE,2012-06-04T00:00:00Z,POPOLO DELLA LIBERTA,P,11,80 
20144,GATTUSO PATRIZIO G.,2012-06-04T00:00:00Z,POPOLO DELLA LIBERTA,P,9,66 
32719,BERNARDINI MANES,2012-06-04T00:00:00Z,LEGA NORD,P,10,73 
33981,COCCONCELLI MIRKA,2012-06-04T00:00:00Z,LEGA NORD,P,10,73 
33982,SCARANO PAOLA F.,2012-06-04T00:00:00Z,LEGA NORD,P,11,80 
33983,BORGONZONI LUCIA,2012-06-04T00:00:00Z,LEGA NORD,P,11,80 
33984,BUGANI MASSIMO,2012-06-04T00:00:00Z,MOVIMENTO 5 STELLE,P,10,73 
32861,SALSI FEDERICA,2012-06-04T00:00:00Z,MOVIMENTO 5 STELLE,P,10,73 
33985,PIAZZA MARCO,2012-06-04T00:00:00Z,MOVIMENTO 5 STELLE,P,11,80 
33986,ALDROVANDI STEFANO,2012-06-04T00:00:00Z,BOLOGNA 2016,P,4,29 
32708,TURCI DANIELA,2012-06-04T00:00:00Z,PARTITO DEMOCRATICO,P,8,58 
16863,MEROLA VIRGINIO,2012-05-07T00:00:00Z,SINDACO,A,0,0  
9116,CEVENINI MAURIZIO,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
9076,MAZZANTI CLAUDIO,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,11,67 
29442,CRITELLI FRANCESCO,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,12,73 
32746,LEMBI SIMONA,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,12,73 
27189,BARCELO LIZANA LEONARDO L,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
15586,MARCHESINI ANGELO,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,12,73 
18313,LO GIUDICE SERGIO,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
9181,SANTI RAFFAELLA,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
32704,LAMA ROSSELLA,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,8,49 
27410,FERRI MARIARAFFAELLA,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,12,73 
27481,ZACCHIROLI BENEDETTO,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,5,30 
32794,MIGNANI MARIANNA,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
22034,GHETTI MAURIZIO,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,12,73 
33977,BENASSI MARZIA,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
33978,ERRANI FRANCESCO,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,12,73 
27197,MELEGA CORRADO,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,13,79 
9097,PETRELLA TOMMASO,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,P,12,73 
33979,LA TORRE CATHY,2012-05-07T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,12,73 
33980,PIERALISI MIRCO,2012-05-07T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,11,67 
26392,CIPRIANI LORENZO,2012-05-07T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,13,79 
33987,SAZZINI LORENZO,2012-05-07T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,5,30 
32714,CAVIANO PASQUALE,2012-05-07T00:00:00Z,ITALIA DEI VALORI,P,13,79 
21843,LISEI MARCO,2012-05-07T00:00:00Z,POPOLO DELLA LIBERTA,P,13,79 
27208,TOMASSINI LORENZO,2012-05-07T00:00:00Z,POPOLO DELLA LIBERTA,P,10,61 
32712,FACCI MICHELE,2012-05-07T00:00:00Z,POPOLO DELLA LIBERTA,P,12,73 
27997,CASTALDINI VALENT.,2012-05-07T00:00:00Z,POPOLO DELLA LIBERTA,P,9,55 
8904,CARELLA DANIELE,2012-05-07T00:00:00Z,POPOLO DELLA LIBERTA,P,13,79 
20144,GATTUSO PATRIZIO G.,2012-05-07T00:00:00Z,POPOLO DELLA LIBERTA,P,3,18 
32719,BERNARDINI MANES,2012-05-07T00:00:00Z,LEGA NORD,P,5,30 
33981,COCCONCELLI MIRKA,2012-05-07T00:00:00Z,LEGA NORD,P,13,79 
33982,SCARANO PAOLA F.,2012-05-07T00:00:00Z,LEGA NORD,P,13,79 
33983,BORGONZONI LUCIA,2012-05-07T00:00:00Z,LEGA NORD,P,13,79 
33984,BUGANI MASSIMO,2012-05-07T00:00:00Z,MOVIMENTO 5 STELLE,P,13,79 
32861,SALSI FEDERICA,2012-05-07T00:00:00Z,MOVIMENTO 5 STELLE,P,13,79 
33985,PIAZZA MARCO,2012-05-07T00:00:00Z,MOVIMENTO 5 STELLE,P,11,67 
33986,ALDROVANDI STEFANO,2012-05-07T00:00:00Z,BOLOGNA 2016,P,13,79 
32708,TURCI DANIELA,2012-05-07T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
16863,MEROLA VIRGINIO,2012-06-08T00:00:00Z,SINDACO,P,0,0  
9116,CEVENINI MAURIZIO,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9076,MAZZANTI CLAUDIO,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
29442,CRITELLI FRANCESCO,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32746,LEMBI SIMONA,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27189,BARCELO LIZANA LEONARDO L,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
15586,MARCHESINI ANGELO,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
18313,LO GIUDICE SERGIO,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
9181,SANTI RAFFAELLA,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32704,LAMA ROSSELLA,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27410,FERRI MARIARAFFAELLA,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27481,ZACCHIROLI BENEDETTO,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32794,MIGNANI MARIANNA,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
22034,GHETTI MAURIZIO,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33977,BENASSI MARZIA,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33978,ERRANI FRANCESCO,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27197,MELEGA CORRADO,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
9097,PETRELLA TOMMASO,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33979,LA TORRE CATHY,2012-06-08T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33980,PIERALISI MIRCO,2012-06-08T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0,0  
26392,CIPRIANI LORENZO,2012-06-08T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
33987,SAZZINI LORENZO,2012-06-08T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
32714,CAVIANO PASQUALE,2012-06-08T00:00:00Z,ITALIA DEI VALORI,P,1,49 
21843,LISEI MARCO,2012-06-08T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27208,TOMASSINI LORENZO,2012-06-08T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
32712,FACCI MICHELE,2012-06-08T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27997,CASTALDINI VALENT.,2012-06-08T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
8904,CARELLA DANIELE,2012-06-08T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
20144,GATTUSO PATRIZIO G.,2012-06-08T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32719,BERNARDINI MANES,2012-06-08T00:00:00Z,LEGA NORD,P,1,49 
33981,COCCONCELLI MIRKA,2012-06-08T00:00:00Z,LEGA NORD,P,1,49 
33982,SCARANO PAOLA F.,2012-06-08T00:00:00Z,LEGA NORD,P,1,49 
33983,BORGONZONI LUCIA,2012-06-08T00:00:00Z,LEGA NORD,P,1,49 
33984,BUGANI MASSIMO,2012-06-08T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
32861,SALSI FEDERICA,2012-06-08T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
33985,PIAZZA MARCO,2012-06-08T00:00:00Z,MOVIMENTO 5 STELLE,A,0,0  
33986,ALDROVANDI STEFANO,2012-06-08T00:00:00Z,BOLOGNA 2016,P,0,0  
32708,TURCI DANIELA,2012-06-08T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
16863,MEROLA VIRGINIO,2012-06-11T00:00:00Z,SINDACO,A,0,0  
9116,CEVENINI MAURIZIO,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9076,MAZZANTI CLAUDIO,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,6,60 
29442,CRITELLI FRANCESCO,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,7,70 
32746,LEMBI SIMONA,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
27189,BARCELO LIZANA LEONARDO L,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
15586,MARCHESINI ANGELO,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
18313,LO GIUDICE SERGIO,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
9181,SANTI RAFFAELLA,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
32704,LAMA ROSSELLA,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
27410,FERRI MARIARAFFAELLA,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,7,70 
27481,ZACCHIROLI BENEDETTO,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32794,MIGNANI MARIANNA,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
22034,GHETTI MAURIZIO,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
33977,BENASSI MARZIA,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
33978,ERRANI FRANCESCO,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
27197,MELEGA CORRADO,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,4,40 
9097,PETRELLA TOMMASO,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
33979,LA TORRE CATHY,2012-06-11T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,6,60 
33980,PIERALISI MIRCO,2012-06-11T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,8,80 
26392,CIPRIANI LORENZO,2012-06-11T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,8,80 
33987,SAZZINI LORENZO,2012-06-11T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,2,20 
32714,CAVIANO PASQUALE,2012-06-11T00:00:00Z,ITALIA DEI VALORI,P,8,80 
21843,LISEI MARCO,2012-06-11T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
27208,TOMASSINI LORENZO,2012-06-11T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
32712,FACCI MICHELE,2012-06-11T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
27997,CASTALDINI VALENT.,2012-06-11T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
8904,CARELLA DANIELE,2012-06-11T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
20144,GATTUSO PATRIZIO G.,2012-06-11T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
32719,BERNARDINI MANES,2012-06-11T00:00:00Z,LEGA NORD,P,7,70 
33981,COCCONCELLI MIRKA,2012-06-11T00:00:00Z,LEGA NORD,P,7,70 
33982,SCARANO PAOLA F.,2012-06-11T00:00:00Z,LEGA NORD,P,8,80 
33983,BORGONZONI LUCIA,2012-06-11T00:00:00Z,LEGA NORD,P,7,70 
33984,BUGANI MASSIMO,2012-06-11T00:00:00Z,MOVIMENTO 5 STELLE,P,8,80 
32861,SALSI FEDERICA,2012-06-11T00:00:00Z,MOVIMENTO 5 STELLE,P,7,70 
33985,PIAZZA MARCO,2012-06-11T00:00:00Z,MOVIMENTO 5 STELLE,P,8,80 
33986,ALDROVANDI STEFANO,2012-06-11T00:00:00Z,BOLOGNA 2016,P,8,80 
32708,TURCI DANIELA,2012-06-11T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
16863,MEROLA VIRGINIO,2012-04-13T00:00:00Z,SINDACO,A,0,0  
9116,CEVENINI MAURIZIO,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9076,MAZZANTI CLAUDIO,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
29442,CRITELLI FRANCESCO,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32746,LEMBI SIMONA,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27189,BARCELO LIZANA LEONARDO L,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
15586,MARCHESINI ANGELO,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
18313,LO GIUDICE SERGIO,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9181,SANTI RAFFAELLA,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32704,LAMA ROSSELLA,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27410,FERRI MARIARAFFAELLA,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27481,ZACCHIROLI BENEDETTO,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
32794,MIGNANI MARIANNA,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
22034,GHETTI MAURIZIO,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33977,BENASSI MARZIA,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33978,ERRANI FRANCESCO,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27197,MELEGA CORRADO,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9097,PETRELLA TOMMASO,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33979,LA TORRE CATHY,2012-04-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
33980,PIERALISI MIRCO,2012-04-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
26392,CIPRIANI LORENZO,2012-04-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
33987,SAZZINI LORENZO,2012-04-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
32714,CAVIANO PASQUALE,2012-04-13T00:00:00Z,ITALIA DEI VALORI,P,1,49 
21843,LISEI MARCO,2012-04-13T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27208,TOMASSINI LORENZO,2012-04-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32712,FACCI MICHELE,2012-04-13T00:00:00Z,POPOLO DELLA LIBERTA,A,0,0  
27997,CASTALDINI VALENT.,2012-04-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
8904,CARELLA DANIELE,2012-04-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
20144,GATTUSO PATRIZIO G.,2012-04-13T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
32719,BERNARDINI MANES,2012-04-13T00:00:00Z,LEGA NORD,A,0,0  
33981,COCCONCELLI MIRKA,2012-04-13T00:00:00Z,LEGA NORD,A,0,0  
33982,SCARANO PAOLA F.,2012-04-13T00:00:00Z,LEGA NORD,P,0,0  
33983,BORGONZONI LUCIA,2012-04-13T00:00:00Z,LEGA NORD,A,0,0  
33984,BUGANI MASSIMO,2012-04-13T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
32861,SALSI FEDERICA,2012-04-13T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
33985,PIAZZA MARCO,2012-04-13T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
33986,ALDROVANDI STEFANO,2012-04-13T00:00:00Z,BOLOGNA 2016,P,1,49 
32708,TURCI DANIELA,2012-04-13T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
16863,MEROLA VIRGINIO,2012-06-13T00:00:00Z,SINDACO,A,0,0  
9116,CEVENINI MAURIZIO,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9076,MAZZANTI CLAUDIO,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
29442,CRITELLI FRANCESCO,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32746,LEMBI SIMONA,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,2,64 
27189,BARCELO LIZANA LEONARDO L,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,2,64 
15586,MARCHESINI ANGELO,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,32 
18313,LO GIUDICE SERGIO,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,32 
9181,SANTI RAFFAELLA,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,32 
32704,LAMA ROSSELLA,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,32 
27410,FERRI MARIARAFFAELLA,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,2,64 
27481,ZACCHIROLI BENEDETTO,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32794,MIGNANI MARIANNA,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,2,64 
22034,GHETTI MAURIZIO,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,32 
33977,BENASSI MARZIA,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
33978,ERRANI FRANCESCO,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,32 
27197,MELEGA CORRADO,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,2,64 
9097,PETRELLA TOMMASO,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,32 
33979,LA TORRE CATHY,2012-06-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33980,PIERALISI MIRCO,2012-06-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,32 
26392,CIPRIANI LORENZO,2012-06-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,32 
33987,SAZZINI LORENZO,2012-06-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,32 
32714,CAVIANO PASQUALE,2012-06-13T00:00:00Z,ITALIA DEI VALORI,P,1,32 
21843,LISEI MARCO,2012-06-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,32 
27208,TOMASSINI LORENZO,2012-06-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,32 
32712,FACCI MICHELE,2012-06-13T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27997,CASTALDINI VALENT.,2012-06-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,32 
8904,CARELLA DANIELE,2012-06-13T00:00:00Z,POPOLO DELLA LIBERTA,P,2,64 
20144,GATTUSO PATRIZIO G.,2012-06-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,32 
32719,BERNARDINI MANES,2012-06-13T00:00:00Z,LEGA NORD,P,1,32 
33981,COCCONCELLI MIRKA,2012-06-13T00:00:00Z,LEGA NORD,P,2,64 
33982,SCARANO PAOLA F.,2012-06-13T00:00:00Z,LEGA NORD,P,0,0  
33983,BORGONZONI LUCIA,2012-06-13T00:00:00Z,LEGA NORD,P,2,64 
33984,BUGANI MASSIMO,2012-06-13T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
32861,SALSI FEDERICA,2012-06-13T00:00:00Z,MOVIMENTO 5 STELLE,P,2,64 
33985,PIAZZA MARCO,2012-06-13T00:00:00Z,MOVIMENTO 5 STELLE,P,2,64 
33986,ALDROVANDI STEFANO,2012-06-13T00:00:00Z,BOLOGNA 2016,P,1,32 
32708,TURCI DANIELA,2012-06-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,32 
16863,MEROLA VIRGINIO,2012-05-14T00:00:00Z,SINDACO,P,0,0  
9116,CEVENINI MAURIZIO,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9076,MAZZANTI CLAUDIO,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
29442,CRITELLI FRANCESCO,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32746,LEMBI SIMONA,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27189,BARCELO LIZANA LEONARDO L,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
15586,MARCHESINI ANGELO,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
18313,LO GIUDICE SERGIO,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
9181,SANTI RAFFAELLA,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32704,LAMA ROSSELLA,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27410,FERRI MARIARAFFAELLA,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27481,ZACCHIROLI BENEDETTO,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32794,MIGNANI MARIANNA,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
22034,GHETTI MAURIZIO,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
33977,BENASSI MARZIA,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
33978,ERRANI FRANCESCO,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27197,MELEGA CORRADO,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
9097,PETRELLA TOMMASO,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
33979,LA TORRE CATHY,2012-05-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33980,PIERALISI MIRCO,2012-05-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
26392,CIPRIANI LORENZO,2012-05-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33987,SAZZINI LORENZO,2012-05-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
32714,CAVIANO PASQUALE,2012-05-14T00:00:00Z,ITALIA DEI VALORI,P,0,0  
21843,LISEI MARCO,2012-05-14T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27208,TOMASSINI LORENZO,2012-05-14T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
32712,FACCI MICHELE,2012-05-14T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27997,CASTALDINI VALENT.,2012-05-14T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
8904,CARELLA DANIELE,2012-05-14T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
20144,GATTUSO PATRIZIO G.,2012-05-14T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
32719,BERNARDINI MANES,2012-05-14T00:00:00Z,LEGA NORD,P,0,0  
33981,COCCONCELLI MIRKA,2012-05-14T00:00:00Z,LEGA NORD,P,0,0  
33982,SCARANO PAOLA F.,2012-05-14T00:00:00Z,LEGA NORD,P,0,0  
33983,BORGONZONI LUCIA,2012-05-14T00:00:00Z,LEGA NORD,P,0,0  
33984,BUGANI MASSIMO,2012-05-14T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
32861,SALSI FEDERICA,2012-05-14T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
33985,PIAZZA MARCO,2012-05-14T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
33986,ALDROVANDI STEFANO,2012-05-14T00:00:00Z,BOLOGNA 2016,P,0,0  
32708,TURCI DANIELA,2012-05-14T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
16863,MEROLA VIRGINIO,2012-06-14T00:00:00Z,SINDACO,P,74,22 
